"ID_Réponse";"ID_Employé";"Q01";"Q02";"Q03";"Q04";"Q05";"Q06";"Q07";"Q08";"Q09";"Q10";"Q11";"Q12"
5545;"154";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Assez longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5546;"154";"Très insatisfait";"Pas très bien";"Assez lentement";"Très longue";"Pas du tout bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Pas du tout claires";"Peu utile";"Très inférieure";
5547;"031";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5548;"252";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Très bien";"Environ la moitié";"Assez poli";"Assez compétent";"Peu claires";"Peu utile";"Ni supérieure, ni inférieure";
5549;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5550;"154";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Très bien";"Environ la moitié";"Assez poli";"Très compétent";"Assez claires";"Très utile";"Assez supérieure";
5551;"252";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5552;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Peu longue";"Pas très bien";"Quelques-unes";"Peu poli";"Très compétent";"Très claires";"Très utile";"Assez inférieure";
5553;"154";"Très satisfait";"Très bien";"Assez rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5554;"164";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Très longue";"Pas très bien";"Environ la moitié";"Assez poli";"Assez compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5555;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5556;"031";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5557;"164";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5558;"154";"Assez satisfait";"Extrêmement bien";"Ni rapidement, ni lentement";"Pas du tout longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5559;"164";"Assez insatisfait";"Pas du tout bien";"Assez lentement";"Assez longue";"Assez bien";"Quelques-unes";"Peu poli";"Peu compétent";"Peu claires";"Peu utile";"Très inférieure";
5560;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5561;"164";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Extrêmement bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Extrêmement claires";"Très utile";"Ni supérieure, ni inférieure";
5562;"252";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5563;"252";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5564;"154";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Très longue";"Très bien";"Environ la moitié";"Assez poli";"Peu compétent";"Peu claires";"Assez utile";"Assez inférieure";
5565;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5566;"031";"Assez insatisfait";"Pas du tout bien";"Assez lentement";"Très longue";"Pas du tout bien";"Environ la moitié";"Assez poli";"Peu compétent";"Pas du tout claires";"Peu utile";"Ni supérieure, ni inférieure";
5567;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5568;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5569;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5570;"031";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Quelques-unes";"Très poli";"Assez compétent";"Peu claires";"Très utile";"Ni supérieure, ni inférieure";
5571;"154";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5572;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5573;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5574;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Environ la moitié";"Assez poli";"Assez compétent";"Extrêmement claires";"Assez utile";"Assez supérieure";
5575;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5576;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5577;"154";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5578;"164";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5579;"031";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5580;"252";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5581;"031";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Assez longue";"Pas très bien";"Environ la moitié";"Assez poli";"Très compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5582;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5583;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5584;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5585;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5586;"154";"Très insatisfait";"Pas du tout bien";"Très lentement";"Extrêmement longue";"Pas très bien";"Aucune";"Peu poli";"Peu compétent";"Pas du tout claires";"Pas du tout utile";"Très inférieure";
5587;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5588;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Environ la moitié";"Assez poli";"Très compétent";"Assez claires";"Assez utile";"Assez inférieure";
5589;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5590;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5591;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";"Super service. Merci."
5592;"252";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5593;"164";"Assez insatisfait";"Pas très bien";"Très lentement";"Assez longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Assez compétent";"Peu claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5594;"031";"Extrêmement insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Pas du tout bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Peu claires";"Pas du tout utile";"Extrêmement inférieure";
5595;"164";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Pas très bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5596;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Environ la moitié";"Très poli";"Peu compétent";"Peu claires";"Très utile";"Assez supérieure";
5597;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5598;"154";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Peu claires";"Peu utile";"Ni supérieure, ni inférieure";
5599;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5600;"164";"Assez satisfait";"Assez bien";"Assez rapidement";"Assez longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5601;"031";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5602;"154";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5603;"154";"Assez satisfait";"Très bien";"Très rapidement";"Assez longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5604;"154";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5605;"154";"Assez insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Peu compétent";"Assez claires";"Peu utile";"Très inférieure";
5606;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5607;"252";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5608;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5609;"031";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5610;"154";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Assez poli";"Très compétent";"Très claires";"Assez utile";"Très supérieure";
5611;"031";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Peu compétent";"Assez claires";"Assez utile";"Très inférieure";
5612;"031";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Très longue";"Très bien";"Environ la moitié";"Assez poli";"Assez compétent";"Peu claires";"Assez utile";"Ni supérieure, ni inférieure";
5613;"031";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5614;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5615;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5616;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Peu poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5617;"252";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5618;"154";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5619;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5620;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5621;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5622;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5623;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5624;"164";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5625;"031";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Assez claires";"Très utile";"Assez supérieure";
5626;"164";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Environ la moitié";"Peu poli";"Assez compétent";"Très claires";"Assez utile";"Assez supérieure";
5627;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5628;"164";"Assez satisfait";"Assez bien";"Assez rapidement";"Assez longue";"Extrêmement bien";"Toutes";"Assez poli";"Assez compétent";"Très claires";"Très utile";"Très supérieure";
5629;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5630;"154";"Très insatisfait";"Pas très bien";"Assez lentement";"Très longue";"Pas du tout bien";"Quelques-unes";"Assez poli";"Assez compétent";"Peu claires";"Pas du tout utile";"Extrêmement inférieure";
5631;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5632;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Assez longue";"Assez bien";"Environ la moitié";"Assez poli";"Très compétent";"Peu claires";"Peu utile";"Assez supérieure";
5633;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5634;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5635;"164";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5636;"164";"Assez insatisfait";"Pas très bien";"Très lentement";"Très longue";"Assez bien";"Quelques-unes";"Peu poli";"Peu compétent";"Pas du tout claires";"Peu utile";"Très inférieure";
5637;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5638;"164";"Assez satisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Ni supérieure, ni inférieure";
5639;"154";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5640;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5641;"164";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5642;"154";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5643;"031";"Assez insatisfait";"Pas du tout bien";"Assez lentement";"Assez longue";"Pas très bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Pas du tout claires";"Pas du tout utile";"Très inférieure";
5644;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5645;"031";"Assez satisfait";"Très bien";"Très rapidement";"Assez longue";"Extrêmement bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Très claires";"Très utile";"Très supérieure";
5646;"154";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5647;"031";"Assez insatisfait";"Pas très bien";"Assez lentement";"Très longue";"Pas très bien";"Aucune";"Pas du tout poli";"Pas du tout compétent";"Peu claires";"Pas du tout utile";"Très inférieure";
5648;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5649;"154";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Assez bien";"Quelques-unes";"Pas du tout poli";"Pas du tout compétent";"Assez claires";"Assez utile";"Assez inférieure";
5650;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Très bien";"Quelques-unes";"Assez poli";"Peu compétent";"Peu claires";"Assez utile";"Ni supérieure, ni inférieure";
5651;"154";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5652;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5653;"154";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5654;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5655;"252";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5656;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5657;"164";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5658;"164";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Environ la moitié";"Assez poli";"Peu compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5659;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5660;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5661;"031";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Peu longue";"Pas très bien";"Environ la moitié";"Assez poli";"Peu compétent";"Assez claires";"Assez utile";"Assez inférieure";
5662;"154";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5663;"031";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Assez claires";"Très utile";"Assez supérieure";
5664;"031";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5665;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5666;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5667;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5668;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5669;"154";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5670;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5671;"164";"Très insatisfait";"Pas très bien";"Assez lentement";"Assez longue";"Assez bien";"Quelques-unes";"Assez poli";"Peu compétent";"Peu claires";"Peu utile";"Assez inférieure";
5672;"164";"Ni satisfait, ni insatisfait";"Pas très bien";"Assez rapidement";"Très longue";"Très bien";"Environ la moitié";"Assez poli";"Peu compétent";"Assez claires";"Peu utile";"Ni supérieure, ni inférieure";
5673;"154";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5674;"252";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5675;"164";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5676;"252";"Assez insatisfait";"Pas du tout bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Environ la moitié";"Pas du tout poli";"Pas du tout compétent";"Pas du tout claires";"Peu utile";"Assez inférieure";
5677;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5678;"031";"Assez insatisfait";"Pas du tout bien";"Assez lentement";"Très longue";"Pas très bien";"Environ la moitié";"Pas du tout poli";"Assez compétent";"Pas du tout claires";"Peu utile";"Ni supérieure, ni inférieure";
